"","id","gap_size","gap_proprotion","e_ndvi","e_elev","e_prec","e_area","e_edge","e_earatio","d_ndvi","d_elev","d_prec","d_area","d_edge","d_earatio","gap_size_km","e_ndvi_r","e_elev_km","e_prec_m","e_area_km","e_edge_km","e_earatio_km","d_ndvi_r","d_elev_km","d_prec_m","d_area_km","d_edge_km","d_earatio_km","g_edge","g_edge_km","long","lat","ess_id","ess_id2","ess_id3","X","Y","pop_density","elev","e_area_h","d_area_h","gap_size_h10","pop_density_catch_100","pop_density_catch_100_2","elev_km","d_ndvi_r_10"
"815",1627,540.296,0.086672667,382.203,2715.889,1298.506,6233.753,337.8,0.054188865,402.197,2715.889,1298.506,5693.457,436.105,0.076597575,0.000540296,382.203,2.715889,1.298506,0.006233753,0.3378,54.18886504,402.197,2.715889,1.298506,0.005693457,0.436105,76.59757508,98.333,0.098333,402765.6478,1187802.588,NA,NA,NA,402763.9499,1187799.441,257.66275,2736,0.6233753,0.5693457,0.540296,10.3988410830316,108.135895870146,2.736,4.02197
"816",2201,423.229,0.040119493,265.915,2010.1,1058.674,10549.211,455.475,0.043176215,274.102,2010.222,1058.674,10125.982,553.822,0.054693165,0.000423229,265.915,2.0101,1.058674,0.010549211,0.455475,43.17621479,274.102,2.010222,1.058674,0.010125982,0.553822,54.69316457,98.381,0.098381,433627.6893,1338822.595,NA,NA,NA,433629.0655,1338826.192,32.11306,2016,1.0549211,1.0125982,0.423229,1.29602982049155,1.67969329560336,2.016,2.74102
"817",1497,664.985,0.036096951,306.753,1804.7,1500.629,18422.193,604.819,0.032830999,312.131,1804.579,1500.629,17757.208,703.242,0.039603185,0.000664985,306.753,1.8047,1.500629,0.018422193,0.604819,32.830999,312.131,1.804579,1.500629,0.017757208,0.703242,39.60318537,98.434,0.098434,348831.3763,1305251.433,7,NA,NA,348834.6512,1305242.126,141.64316,1810,1.8422193,1.7757208,0.664985,5.7164829271535,32.6781770564374,1.81,3.12131
"818",1782,636.367,0.033343907,269.478,2197.15,1370.734,19084.956,648.387,0.033973723,269.134,2197,1370.734,18448.589,746.826,0.04048147,0.000636367,269.478,2.19715,1.370734,0.019084956,0.648387,33.97372255,269.134,2.197,1.370734,0.018448589,0.746826,40.48146988,98.441,0.098441,325609.0818,1132917.706,NA,NA,NA,325615.7906,1132916.802,151.0769,2205,1.9084956,1.8448589,0.636367,6.09721302135081,37.1760066277298,2.205,2.69134
"819",1754,487.401,0.021945295,224.407,2238.458,1305.166,22209.818,583.838,0.026287383,227.036,2238.458,1305.166,21722.417,682.284,0.031409212,0.000487401,224.407,2.238458,1.305166,0.022209818,0.583838,26.28738335,227.036,2.238458,1.305166,0.021722417,0.682284,31.40921197,98.446,0.098446,320928.3371,1127629.741,NA,NA,NA,320926.4836,1127631.237,78.18726,2258,2.2209818,2.1722417,0.487401,3.15550808744249,9.95723128991499,2.258,2.27036
"820",1885,651.925,0.060305137,281.957,1722.273,1198.066,10810.439,563.657,0.052140066,288.632,1722.273,1198.066,10158.514,662.12,0.065178824,0.000651925,281.957,1.722273,1.198066,0.010810439,0.563657,52.14006573,288.632,1.722273,1.198066,0.010158514,0.66212,65.17882438,98.485,0.098485,382246.8273,1234368.011,NA,NA,NA,382235.7718,1234365.363,156.8674,1730,1.0810439,1.0158514,0.651925,6.33090799391201,40.080396027379,1.73,2.88632
"821",1957,585.513,0.073173612,370.286,2715.6,1499.852,8001.696,442.894,0.055350016,375.94,2716,1499.852,7416.183,541.368,0.072998199,0.000585513,370.286,2.7156,1.499852,0.008001696,0.442894,55.3500158,375.94,2.716,1.499852,0.007416183,0.541368,72.99819867,98.489,0.098489,357900.9349,1169620.093,NA,NA,NA,357906.5096,1169626.242,65.29147,2721,0.8001696,0.7416183,0.585513,2.6350553993836,6.94351695782064,2.721,3.7594
"822",2655,735.804,0.053899582,367.365,2083.813,1315.806,13651.386,561.58,0.041137215,374.576,2083.933,1315.806,12915.582,660.083,0.051107492,0.000735804,367.365,2.083813,1.315806,0.013651386,0.56158,41.13721493,374.576,2.083933,1.315806,0.012915582,0.660083,51.10749171,98.527,0.098527,387781.247,1328863.711,NA,NA,NA,387784.7526,1328863.283,106.25459,2100,1.3651386,1.2915582,0.735804,4.28825895769831,18.3891648882798,2.1,3.74576
"823",2197,630.061,0.016202954,382.365,2126.357,1130.553,38885.563,1063.6,0.027352054,385.649,2126.357,1130.553,38255.502,1162.142,0.030378428,0.000630061,382.365,2.126357,1.130553,0.038885563,1.0636,27.35205351,385.649,2.126357,1.130553,0.038255502,1.162142,30.37842766,98.564,0.098564,377278.3425,1338086.063,NA,NA,NA,377284.92,1338086.634,312.93588,2146,3.8885563,3.8255502,0.630061,12.6295729021702,159.506111691231,2.146,3.85649
"824",1808,659.977,0.086478826,213.83,2428.875,1250.541,7631.66,370.55,0.048554312,222.615,2428.714,1250.541,6971.683,469.109,0.06728777,0.000659977,213.83,2.428875,1.250541,0.00763166,0.37055,48.55431191,222.615,2.428714,1.250541,0.006971683,0.469109,67.28776968,98.589,0.098589,410765.0534,1138783.978,NA,NA,NA,410761.2037,1138783.832,269.35153,2437,0.763166,0.6971683,0.659977,10.8705808501284,118.169528019178,2.437,2.22615
"825",1209,506.601,0.03076201,172.268,1832.368,1664.233,16468.397,506.448,0.03075272,172.012,1832.444,1664.233,15961.796,605.044,0.037905759,0.000506601,172.268,1.832368,1.664233,0.016468397,0.506448,30.75271989,172.012,1.832444,1.664233,0.015961796,0.605044,37.90575948,98.596,0.098596,319957.8498,1277855.893,21,25,NA,319958.7447,1277857.111,101.3034,1833,1.6468397,1.5961796,0.506601,4.08843714417697,16.7153182818859,1.833,1.72012
"826",2880,625.189,0.020337371,401.62,1803.667,1633.424,30740.895,968.707,0.031511997,406.269,1803.625,1633.424,30115.706,1067.369,0.035442271,0.000625189,401.62,1.803667,1.633424,0.030740895,0.968707,31.51199729,406.269,1.803625,1.633424,0.030115706,1.067369,35.44227055,98.66,0.09866,315817.4494,1288447.512,9,NA,NA,315828.0672,1288454.766,18.97319,1801,3.0740895,3.0115706,0.625189,0.765726468603492,0.586337024719975,1.801,4.06269
"827",2892,604.79,0.085037569,324.642,2209.111,1779.07,7112.033,379.201,0.053318228,335.329,2208.625,1779.07,6507.243,477.922,0.073444622,0.00060479,324.642,2.209111,1.77907,0.007112033,0.379201,53.31822842,335.329,2.208625,1.77907,0.006507243,0.477922,73.44462163,98.719,0.098719,315966.8156,1218733.096,NA,NA,NA,315964.7191,1218738.582,122.67155,2207,0.7112033,0.6507243,0.60479,4.95082022472851,24.5106208975809,2.207,3.35329
"828",457,573.566,0.022938194,308.367,2346.538,1517.083,25004.846,634.332,0.025368363,310.185,2346.44,1517.083,24431.28,733.071,0.030005427,0.000573566,308.367,2.346538,1.517083,0.025004846,0.634332,25.3683626,310.185,2.34644,1.517083,0.02443128,0.733071,30.00542747,98.744,0.098744,329721.6579,1245284.731,NA,NA,NA,329721.8232,1245289.889,147.32552,2352,2.5004846,2.443128,0.573566,5.94581354873762,35.3526987563519,2.352,3.10185
"829",322,635.891,0.048733202,218.177,1592.067,1425.793,13048.414,471.144,0.036107377,221.851,1592.067,1425.793,12412.523,569.916,0.045914598,0.000635891,218.177,1.592067,1.425793,0.013048414,0.471144,36.10737673,221.851,1.592067,1.425793,0.012412523,0.569916,45.9145977,98.761,0.098761,296464.7719,1166377.401,NA,NA,NA,296464.937,1166377.295,75.54418,1597,1.3048414,1.2412523,0.635891,3.04883776396834,9.29541171099949,1.597,2.21851
"830",2525,667.037,0.027145546,344.229,2408.56,1278.048,24572.613,819.662,0.033356729,348.699,2407.875,1278.048,23905.576,918.403,0.038417941,0.000667037,344.229,2.40856,1.278048,0.024572613,0.819662,33.3567293,348.699,2.407875,1.278048,0.023905576,0.918403,38.41794065,98.768,0.098768,395554.6101,1258087.452,NA,NA,NA,395547.0318,1258095.423,414.73499,2428,2.4572613,2.3905576,0.667037,16.7380160794787,280.161182276888,2.428,3.48699
"831",1039,604.697,0.057893974,246.864,2032.455,1133.72,10444.904,731.251,0.070010313,253.613,2032.1,1133.72,9840.207,829.999,0.084347717,0.000604697,246.864,2.032455,1.13372,0.010444904,0.731251,70.01031316,253.613,2.0321,1.13372,0.009840207,0.829999,84.34771748,98.78,0.09878,424491.6405,1328995.661,NA,NA,NA,424471.0406,1329002.142,85.79404,2052,1.0444904,0.9840207,0.604697,3.46250510728174,11.9889416179521,2.052,2.53613
"832",1919,563.86,0.087861574,255.67,2567.833,1273.875,6417.595,372.065,0.057975768,270.055,2567.833,1273.875,5853.735,470.826,0.080431724,0.00056386,255.67,2.567833,1.273875,0.006417595,0.372065,57.97576818,270.055,2.567833,1.273875,0.005853735,0.470826,80.43172436,98.788,0.098788,401004.0183,1159003.574,NA,NA,NA,401007.7662,1159005.674,145.10707,2585,0.6417595,0.5853735,0.56386,5.85628058752902,34.2960223198692,2.585,2.70055
"833",2168,749.147,0.019097567,427.088,1796.698,1490.33,39227.353,807.086,0.020574572,429.899,1796.667,1490.33,38478.206,905.872,0.02354247,0.000749147,427.088,1.796698,1.49033,0.039227353,0.807086,20.57457203,429.899,1.796667,1.49033,0.038478206,0.905872,23.54246973,98.796,0.098796,345211.0168,1316350.474,NA,NA,NA,345217.9601,1316342.741,116.28885,1797,3.9227353,3.8478206,0.749147,4.6932250427293,22.0263613017015,1.797,4.29899
"834",2210,504.818,0.032892253,345.078,2139.625,1136.264,15347.626,553.322,0.036052612,351.859,2139.8,1136.264,14842.808,652.101,0.043933803,0.000504818,345.078,2.139625,1.136264,0.015347626,0.553322,36.05261165,351.859,2.1398,1.136264,0.014842808,0.652101,43.93380282,98.799,0.098799,372060.6073,1341238.927,NA,NA,NA,372071.4803,1341244.545,330.13882,2127,1.5347626,1.4842808,0.504818,13.3238550179239,177.525112538656,2.127,3.51859
"835",2799,709.96,0.017579817,361.273,2340.75,1189.457,40384.949,930.211,0.023033606,364.824,2340.641,1189.457,39674.989,1029.009,0.025935962,0.00070996,361.273,2.34075,1.189457,0.040384949,0.930211,23.03360591,364.824,2.340641,1.189457,0.039674989,1.029009,25.93596182,98.829,0.098829,415377.0985,1157749.268,NA,NA,NA,415397.113,1157750.491,209.74113,2324,4.0384949,3.9674989,0.70996,8.46480401006926,71.6529069288846,2.324,3.64824
"836",1052,625.038,0.032293184,218.178,2340.19,1078.675,19355.106,568.159,0.029354476,222.286,2340.1,1078.675,18730.068,666.973,0.035609748,0.000625038,218.178,2.34019,1.078675,0.019355106,0.568159,29.35447628,222.286,2.3401,1.078675,0.018730068,0.666973,35.60974792,98.847,0.098847,428436.5868,1335194.852,NA,NA,NA,428435.3513,1335196.131,80.49204,2352,1.9355106,1.8730068,0.625038,3.24852518421473,10.5529158724773,2.352,2.22286
"837",2627,727.879,0.04956938,259.289,2219.647,1137.63,14684.045,592.716,0.040364627,266.957,2218.688,1137.63,13956.166,691.596,0.049554871,0.000727879,259.289,2.219647,1.13763,0.014684045,0.592716,40.36462705,266.957,2.218688,1.13763,0.013956166,0.691596,49.55487059,98.913,0.098913,422561.6058,1320579.826,NA,NA,NA,422552.4805,1320576.295,80.71543,2229,1.4684045,1.3956166,0.727879,3.25754083397217,10.6115722849961,2.229,2.66957
"838",371,609.163,0.103823465,280.972,2455.833,1181.923,5867.296,404.642,0.06896567,283.598,2456.2,1181.923,5258.133,503.833,0.095819752,0.000609163,280.972,2.455833,1.181923,0.005867296,0.404642,68.96567005,283.598,2.4562,1.181923,0.005258133,0.503833,95.81975199,99.223,0.099223,422983.708,1196217.541,NA,NA,NA,422993.4078,1196222.944,206.41541,2466,0.5867296,0.5258133,0.609163,8.33058346881267,69.398620930855,2.466,2.83598
"839",1569,575.667,0.035510099,380.287,2518.765,1526.977,16211.36,582.231,0.035915,382.447,2519.063,1526.977,15635.693,681.456,0.043583358,0.000575667,380.287,2.518765,1.526977,0.01621136,0.582231,35.91500035,382.447,2.519063,1.526977,0.015635693,0.681456,43.58335764,99.245,0.099245,372802.5736,1208427.314,NA,NA,NA,372799.7382,1208417.835,134.44881,2534,1.621136,1.5635693,0.575667,5.42613089782171,29.4428965202954,2.534,3.82447
"840",1130,714.212,0.04448774,196.885,1916.667,969.68,16054.131,617.917,0.038489595,200.037,1916.667,969.68,15339.919,717.156,0.046750964,0.000714212,196.885,1.916667,0.96968,0.016054131,0.617917,38.48959498,200.037,1.916667,0.96968,0.015339919,0.717156,46.75096394,99.274,0.099274,437437.7525,1349133.192,NA,NA,NA,437435.0462,1349133.655,41.48128,1942,1.6054131,1.5339919,0.714212,1.67411563619785,2.80266316336213,1.942,2.00037
"842",1966,540.864,0.048211862,321.186,2601.455,1169.755,11218.484,419.381,0.037383037,327.963,2601,1169.755,10677.62,518.763,0.048584141,0.000540864,321.186,2.601455,1.169755,0.011218484,0.419381,37.38303678,327.963,2.601,1.169755,0.01067762,0.518763,48.58414141,99.41,0.09941,406987.7108,1172329.792,NA,NA,NA,406985.6301,1172330.949,512.72943,2611,1.1218484,1.067762,0.540864,20.6929090881914,428.196486532153,2.611,3.27963
"843",2522,680.293,0.042099926,396.617,2335,1323.024,16159.007,594.42,0.036785676,406.834,2335,1323.024,15478.714,693.894,0.044828918,0.000680293,396.617,2.335,1.323024,0.016159007,0.59442,36.78567625,406.834,2.335,1.323024,0.015478714,0.693894,44.82891796,99.498,0.099498,389432.5334,1257531.395,NA,NA,NA,389439.4413,1257538.055,209.76724,2336,1.6159007,1.5478714,0.680293,8.46585776634826,71.6707477200392,2.336,4.06834
"845",2064,665.344,0.011956104,230.846,1841.597,1154.53,55648.899,1009.685,0.018143845,231.421,1841.361,1154.53,54983.555,1109.227,0.020173796,0.000665344,230.846,1.841597,1.15453,0.055648899,1.009685,18.14384504,231.421,1.841361,1.15453,0.054983555,1.109227,20.1737956,99.562,0.099562,373561.257,1327898.476,NA,NA,NA,373554.9524,1327888.08,125.11234,1846,5.5648899,5.4983555,0.665344,5.04932645943668,25.4956976939674,1.846,2.31421
"846",1030,687.076,0.073516899,190.393,2314.4,1185.578,9345.824,424.089,0.045377379,199.877,2314.333,1185.578,8658.748,523.657,0.060477219,0.000687076,190.393,2.3144,1.185578,0.009345824,0.424089,45.37737924,199.877,2.314333,1.185578,0.008658748,0.523657,60.47721911,99.599,0.099599,419477.0611,1317664.252,NA,NA,NA,419477.0781,1317667.863,52.70103,2322,0.9345824,0.8658748,0.687076,2.12692613069635,4.52381476543895,2.322,1.99877
"847",2418,611.802,0.052341912,375.026,2301.25,1474.96,11688.568,584.288,0.049987988,383.788,2301.25,1474.96,11076.766,683.986,0.061749612,0.000611802,375.026,2.30125,1.47496,0.011688568,0.584288,49.98798826,383.788,2.30125,1.47496,0.011076766,0.683986,61.74961175,99.71,0.09971,349820.5362,1221089.952,NA,NA,NA,349819.2795,1221089.261,274.40878,2310,1.1688568,1.1076766,0.611802,11.0746830692779,122.64860508495,2.31,3.83788
"848",2816,666.279,0.033341088,341.109,2441.8,1539.399,19983.721,567.921,0.028419182,344.388,2441.947,1539.399,19317.442,667.625,0.034560735,0.000666279,341.109,2.4418,1.539399,0.019983721,0.567921,28.41918179,344.388,2.441947,1.539399,0.019317442,0.667625,34.56073532,99.714,0.099714,343156.0464,1157269.143,31,NA,NA,343155.2908,1157256.683,503.14838,2450,1.9983721,1.9317442,0.666279,20.3062338068068,412.343131416702,2.45,3.44388
"849",2260,637.317,0.03635302,447.608,2672.316,1588.067,17531.336,623.16,0.035545494,454.869,2672.316,1588.067,16894.019,722.945,0.042792955,0.000637317,447.608,2.672316,1.588067,0.017531336,0.62316,35.54549408,454.869,2.672316,1.588067,0.016894019,0.722945,42.79295531,99.8,0.0998,356083.825,1179378.572,NA,NA,NA,356089.4011,1179378.307,95.06139,2692,1.7531336,1.6894019,0.637317,3.83651997714877,14.7188855350616,2.692,4.54869
"850",2665,676.647,0.023555368,294.192,2011.8,1317.436,28725.809,777.764,0.027075443,298.132,2011.345,1317.436,28049.162,877.559,0.031286461,0.000676647,294.192,2.0118,1.317436,0.028725809,0.777764,27.07544285,298.132,2.011345,1.317436,0.028049162,0.877559,31.28646054,99.822,0.099822,395861.9428,1331320.142,NA,NA,NA,395860.8095,1331324.913,121.0736,2019,2.8725809,2.8049162,0.676647,4.88632961400333,23.8762170966859,2.019,2.98132
"851",93,656.29,0.07410964,434.376,3189.444,1648.975,8855.663,340.55,0.038455619,447.717,3189,1648.975,8199.373,440.36,0.053706546,0.00065629,434.376,3.189444,1.648975,0.008855663,0.34055,38.45561874,447.717,3.189,1.648975,0.008199373,0.44036,53.70654561,99.83,0.09983,372298.9869,1170509.664,27,NA,NA,372298.2816,1170504.926,241.89101,3182,0.8855663,0.8199373,0.65629,9.76231982467007,95.3028883591464,3.182,4.47717
"852",2066,506.35,0.04104848,262.109,1926.786,1434.074,12335.414,489.067,0.039647392,267.127,1926.786,1434.074,11829.064,588.884,0.049782806,0.00050635,262.109,1.926786,1.434074,0.012335414,0.489067,39.64739246,267.127,1.926786,1.434074,0.011829064,0.588884,49.78280615,99.838,0.099838,373952.258,1320260.58,NA,NA,NA,373956.7039,1320259.911,180.20879,1931,1.2335414,1.1829064,0.50635,7.27292776691786,52.8954783028048,1.931,2.67127
"853",1724,633.178,0.055947876,268.737,2063.538,1187.121,11317.284,467.156,0.041278102,273.117,2063.538,1187.121,10684.106,566.992,0.053068736,0.000633178,268.737,2.063538,1.187121,0.011317284,0.467156,41.27810171,273.117,2.063538,1.187121,0.010684106,0.566992,53.06873593,99.84,0.09984,329815.335,1120766.226,NA,NA,NA,329814.0353,1120766.542,77.01762,2073,1.1317284,1.0684106,0.633178,3.10830335767711,9.66154976334677,2.073,2.73117
"854",1628,569.214,0.080704683,272.605,2451.429,1126.232,7053.048,325.96,0.04621548,286.228,2451.833,1126.232,6483.834,425.773,0.065666857,0.000569214,272.605,2.451429,1.126232,0.007053048,0.32596,46.21548017,286.228,2.451833,1.126232,0.006483834,0.425773,65.66685699,99.844,0.099844,412527.6414,1189208.902,NA,NA,NA,412526.0429,1189208.43,119.14616,2460,0.7053048,0.6483834,0.569214,4.80854133355891,23.1220697565445,2.46,2.86228
"855",2658,743.661,0.048450689,311.772,2148.563,1317.436,15348.822,555.137,0.036168053,322.832,2148.563,1317.436,14605.161,654.989,0.044846407,0.000743661,311.772,2.148563,1.317436,0.015348822,0.555137,36.16805251,322.832,2.148563,1.317436,0.014605161,0.654989,44.84640738,99.879,0.099879,396816.5877,1329587.734,NA,NA,NA,396815.1454,1329585.387,89.22829,2152,1.5348822,1.4605161,0.743661,3.60110573926832,12.9679625453912,2.152,3.22832
"856",1444,502.957,0.078910366,203.18,2584.125,1272.276,6373.776,307.178,0.048194038,211.078,2584.571,1272.276,5870.819,407.166,0.069354208,0.000502957,203.18,2.584125,1.272276,0.006373776,0.307178,48.19403757,211.078,2.584571,1.272276,0.005870819,0.407166,69.35420765,100.02,0.10002,422281.0012,1264306.86,NA,NA,NA,422278.5563,1264305.431,108.36921,2601,0.6373776,0.5870819,0.502957,4.3736015123788,19.1283901890821,2.601,2.11078
"858",2271,689.543,0.016267001,437.6,2907.622,1612.181,42389.066,1362.138,0.032134183,441.08,2907.136,1612.181,41699.523,1462.208,0.035065341,0.000689543,437.6,2.907622,1.612181,0.042389066,1.362138,32.1341829,441.08,2.907136,1.612181,0.041699523,1.462208,35.06534116,100.092,0.100092,379049.8383,1198155.392,NA,NA,NA,379045.7532,1198154.805,92.38335,2933,4.2389066,4.1699523,0.689543,3.7284387260793,13.9012553341278,2.933,4.4108
"859",1519,539.494,0.081239773,258.173,2273.833,1079.517,6640.762,382.379,0.057580591,267.458,2273.833,1079.517,6101.268,482.578,0.079094706,0.000539494,258.173,2.273833,1.079517,0.006640762,0.382379,57.5805909,267.458,2.273833,1.079517,0.006101268,0.482578,79.09470622,100.237,0.100237,448173.3473,1296614.511,NA,NA,NA,448169.7632,1296624.069,69.62947,2272,0.6640762,0.6101268,0.539494,2.81012988189297,7.89682995310777,2.272,2.67458
"861",2061,639.96,0.026567618,244.396,1847.556,1246.491,24087.971,588.413,0.02442767,246.317,1847.556,1246.491,23448.011,688.705,0.029371574,0.00063996,244.396,1.847556,1.246491,0.024087971,0.588413,24.42766973,246.317,1.847556,1.246491,0.023448011,0.688705,29.37157442,100.31,0.10031,367734.8789,1324922.256,NA,NA,NA,367730.9805,1324923.019,93.93884,1854,2.4087971,2.3448011,0.63996,3.79121572165295,14.3733166481085,1.854,2.46317
"862",2535,546.669,0.007034486,443.337,2331.631,1429.052,77712.716,1464.447,0.018844368,444.598,2331.631,1429.052,77166.047,1564.798,0.020278323,0.000546669,443.337,2.331631,1.429052,0.077712716,1.464447,18.84436776,444.598,2.331631,1.429052,0.077166047,1.564798,20.27832267,100.376,0.100376,386716.8495,1259083.178,NA,NA,NA,386723.8769,1259089.086,213.03969,2336,7.7712716,7.7166047,0.546669,8.59792841878897,73.924373094619,2.336,4.44598
"863",2457,459.889,0.054257313,220.977,2128.556,1076.016,8476.074,346.858,0.040922012,225.541,2127.875,1076.016,8016.185,447.331,0.055803478,0.000459889,220.977,2.128556,1.076016,0.008476074,0.346858,40.92201177,225.541,2.127875,1.076016,0.008016185,0.447331,55.80347759,100.504,0.100504,417535.3051,1230018.956,NA,NA,NA,417534.8961,1230016.834,44.02616,2132,0.8476074,0.8016185,0.459889,1.77682277060275,3.15709915813242,2.132,2.25541
"864",586,491.436,0.088900338,251.057,1865.714,1245.329,5527.943,349.751,0.063269647,261.855,1865.833,1245.329,5036.507,450.245,0.089396282,0.000491436,251.057,1.865714,1.245329,0.005527943,0.349751,63.26964659,261.855,1.865833,1.245329,0.005036507,0.450245,89.39628199,100.51,0.10051,359203.5793,1248921.375,NA,NA,NA,359204.4034,1248930.327,56.74831,1872,0.5527943,0.5036507,0.491436,2.29026763636037,5.24532584615972,1.872,2.61855
"865",701,707.372,0.060924772,278.402,2985.846,1194.656,11610.581,572.824,0.049336377,283.904,2985.75,1194.656,10903.209,673.303,0.061752737,0.000707372,278.402,2.985846,1.194656,0.011610581,0.572824,49.33637688,283.904,2.98575,1.194656,0.010903209,0.673303,61.7527372,100.515,0.100515,444408.3106,1289362.03,NA,NA,NA,444407.0848,1289355.622,245.202,3000,1.1610581,1.0903209,0.707372,9.89594588756627,97.9297450096398,3,2.83904
